age,gender,annual_income,caste,state,occupation,family_size,land_owned,has_bank_account,eligible
65,Female,487985,OBC,Rajasthan,Unemployed,4,2.49,1,1
36,Female,134703,General,Karnataka,Daily Wage Worker,8,7.19,1,1
21,Female,545164,SC,Uttar Pradesh,Daily Wage Worker,4,6.04,1,1
52,Male,464841,ST,Madhya Pradesh,Self Employed,7,9.16,1,1
66,Other,702845,ST,Gujarat,Farmer,4,0.5,1,1
34,Male,339220,ST,Karnataka,Student,5,1.55,1,1
61,Female,303317,OBC,Madhya Pradesh,Daily Wage Worker,7,7.89,1,1
45,Male,245877,SC,Bihar,Daily Wage Worker,3,3.59,1,1
47,Male,396709,OBC,Madhya Pradesh,Daily Wage Worker,5,1.18,1,1
46,Other,531725,SC,Karnataka,Farmer,3,9.96,0,1
63,Other,617597,General,Andhra Pradesh,Unemployed,5,7.87,1,0
70,Female,487470,OBC,Bihar,Small Business Owner,3,4.09,1,1
23,Male,408402,OBC,Rajasthan,Small Business Owner,7,8.23,1,1
52,Male,617815,General,Karnataka,Salaried,1,6.81,1,0
58,Other,798778,SC,Andhra Pradesh,Self Employed,9,7.9,1,1
54,Male,189883,ST,Maharashtra,Farmer,9,8.15,1,1
41,Male,667632,General,Gujarat,Unemployed,5,0.85,0,0
46,Male,205344,ST,Andhra Pradesh,Daily Wage Worker,9,6.23,1,1
66,Other,515226,ST,Maharashtra,Unemployed,6,0.07,1,1
63,Female,797852,General,West Bengal,Farmer,5,0.43,1,0
70,Female,621441,SC,Uttar Pradesh,Farmer,3,9.04,1,1
48,Male,158042,ST,Andhra Pradesh,Farmer,8,5.28,1,1
52,Female,104110,General,Tamil Nadu,Salaried,4,7.36,1,1
50,Other,195051,OBC,Gujarat,Student,3,8.39,1,1
69,Other,78328,OBC,Andhra Pradesh,Self Employed,6,9.5,1,1
38,Female,687199,OBC,Maharashtra,Salaried,8,8.69,1,0
49,Female,325011,General,Tamil Nadu,Salaried,9,4.83,1,0
40,Male,109234,OBC,Gujarat,Student,6,3.36,1,1
50,Female,277135,ST,Tamil Nadu,Salaried,5,1.54,1,1
20,Male,647690,OBC,Bihar,Farmer,2,4.0,1,1
35,Male,388365,OBC,Maharashtra,Farmer,2,3.66,1,1
42,Other,579739,ST,Madhya Pradesh,Unemployed,9,5.6,1,1
59,Other,137178,OBC,Bihar,Daily Wage Worker,2,6.66,1,1
48,Other,286562,ST,Gujarat,Salaried,2,9.78,1,1
71,Other,351014,OBC,Gujarat,Daily Wage Worker,3,7.28,1,1
20,Female,408710,ST,Karnataka,Self Employed,3,6.44,1,1
57,Other,435893,OBC,Maharashtra,Small Business Owner,4,3.35,1,1
63,Female,173765,ST,West Bengal,Farmer,7,0.35,1,1
41,Other,437025,General,West Bengal,Unemployed,9,2.88,1,1
67,Female,178389,ST,Gujarat,Self Employed,2,7.68,1,1
49,Male,763987,OBC,West Bengal,Unemployed,4,2.05,1,1
64,Female,247227,OBC,Uttar Pradesh,Small Business Owner,9,7.12,1,1
39,Female,542402,SC,Karnataka,Small Business Owner,2,5.8,1,1
40,Other,310220,ST,Gujarat,Student,1,1.72,0,1
19,Female,471217,General,West Bengal,Farmer,8,2.62,1,1
44,Male,346208,ST,Maharashtra,Self Employed,9,4.96,0,1
59,Male,118431,ST,Andhra Pradesh,Student,7,4.18,1,1
19,Other,105745,General,Madhya Pradesh,Small Business Owner,8,7.79,1,1
43,Male,100081,ST,Bihar,Self Employed,4,7.34,0,1
34,Female,266204,General,Bihar,Unemployed,4,5.75,0,1
57,Male,451415,General,Uttar Pradesh,Student,2,8.22,1,0
50,Other,650541,ST,Tamil Nadu,Student,8,5.63,0,0
26,Female,348335,ST,Maharashtra,Farmer,2,9.64,1,1
60,Other,161086,OBC,Tamil Nadu,Daily Wage Worker,9,2.17,0,1
71,Female,506285,OBC,Karnataka,Unemployed,4,7.14,1,1
65,Male,464758,SC,Madhya Pradesh,Unemployed,1,3.7,1,1
56,Other,474528,SC,Karnataka,Student,4,2.79,1,1
46,Other,488458,ST,Gujarat,Student,3,1.8,1,1
59,Female,668071,General,Maharashtra,Farmer,6,5.53,1,1
72,Other,699969,SC,Gujarat,Daily Wage Worker,7,2.15,1,1
43,Female,662181,ST,Rajasthan,Unemployed,8,2.0,1,1
52,Female,549797,SC,West Bengal,Small Business Owner,2,9.91,1,1
67,Female,208763,General,Bihar,Salaried,6,8.02,0,0
42,Female,652248,ST,Andhra Pradesh,Salaried,6,7.48,1,1
41,Male,72601,General,Gujarat,Daily Wage Worker,5,7.94,1,1
30,Female,461236,ST,Tamil Nadu,Self Employed,7,9.69,1,1
24,Other,189227,SC,Rajasthan,Farmer,3,5.73,1,1
74,Male,774479,OBC,Bihar,Daily Wage Worker,4,2.2,1,1
53,Other,742137,SC,Gujarat,Salaried,9,8.62,1,1
62,Male,331854,SC,Rajasthan,Student,4,7.43,1,1
37,Female,420858,OBC,Rajasthan,Salaried,3,4.14,1,1
18,Male,729892,OBC,Maharashtra,Student,2,4.74,1,0
25,Male,703015,ST,Karnataka,Farmer,5,4.11,0,1
63,Other,637515,ST,Rajasthan,Student,4,9.3,1,0
33,Other,710327,General,Uttar Pradesh,Daily Wage Worker,8,3.44,1,1
31,Female,658577,General,Karnataka,Student,7,9.63,1,0
29,Male,201094,SC,Bihar,Self Employed,6,9.1,1,1
68,Male,486679,OBC,Bihar,Daily Wage Worker,2,6.31,1,1
40,Male,780031,General,Bihar,Farmer,3,5.8,0,0
32,Female,732773,SC,Bihar,Daily Wage Worker,9,3.7,1,1
45,Female,552648,OBC,Uttar Pradesh,Self Employed,9,0.18,1,1
51,Female,529083,ST,Gujarat,Farmer,5,1.28,1,1
19,Female,395740,SC,Madhya Pradesh,Salaried,3,7.54,1,1
49,Female,455513,ST,Rajasthan,Self Employed,2,4.72,1,1
40,Other,118323,General,Bihar,Farmer,8,1.5,0,1
39,Male,335960,General,Karnataka,Small Business Owner,6,2.64,0,0
68,Male,614983,OBC,Karnataka,Student,7,9.48,0,0
42,Male,462918,SC,Rajasthan,Daily Wage Worker,1,3.67,1,1
39,Male,468458,ST,Gujarat,Farmer,1,9.08,1,1
39,Male,105841,OBC,Andhra Pradesh,Daily Wage Worker,2,3.05,1,1
66,Male,440642,General,Andhra Pradesh,Student,3,5.43,1,0
69,Male,248784,General,Madhya Pradesh,Farmer,1,0.2,1,1
59,Male,157096,SC,Gujarat,Salaried,5,5.22,0,1
23,Other,142764,ST,Rajasthan,Small Business Owner,3,6.37,0,1
32,Male,496790,SC,Andhra Pradesh,Small Business Owner,1,2.34,1,1
71,Other,660032,ST,Andhra Pradesh,Self Employed,8,5.79,1,1
60,Female,583459,ST,Andhra Pradesh,Farmer,6,6.47,1,1
54,Male,675043,SC,Tamil Nadu,Student,9,6.87,1,1
50,Female,542148,OBC,Uttar Pradesh,Farmer,3,7.76,1,1
25,Female,682413,SC,Rajasthan,Daily Wage Worker,9,3.11,1,1
70,Female,418226,SC,West Bengal,Unemployed,9,5.68,1,1
61,Other,53696,General,Maharashtra,Farmer,1,9.82,1,1
61,Female,176310,General,Maharashtra,Small Business Owner,3,8.98,1,1
22,Female,725673,SC,Gujarat,Small Business Owner,6,9.53,1,1
56,Female,95740,SC,Rajasthan,Small Business Owner,8,3.86,1,1
21,Male,156611,General,Rajasthan,Salaried,4,7.87,1,0
23,Male,448172,ST,Maharashtra,Farmer,5,6.2,1,1
62,Other,518947,SC,Madhya Pradesh,Self Employed,9,0.83,1,1
49,Other,525828,OBC,Maharashtra,Farmer,6,8.24,1,1
69,Male,378785,OBC,Rajasthan,Unemployed,7,6.77,1,1
47,Other,638099,OBC,Andhra Pradesh,Small Business Owner,7,1.99,1,1
64,Male,495376,SC,Madhya Pradesh,Daily Wage Worker,4,0.8,0,1
52,Female,756673,ST,Bihar,Small Business Owner,4,8.37,1,1
72,Female,637520,ST,West Bengal,Farmer,4,0.79,1,1
57,Other,730089,General,Tamil Nadu,Salaried,5,0.91,1,0
69,Male,162492,SC,Uttar Pradesh,Student,5,4.27,0,1
33,Male,80099,ST,Bihar,Farmer,8,1.35,0,1
30,Other,473177,SC,Karnataka,Farmer,9,9.14,1,1
67,Male,692762,General,Maharashtra,Self Employed,2,4.7,0,0
59,Female,321400,General,West Bengal,Salaried,7,5.69,0,0
47,Other,529336,General,Maharashtra,Unemployed,1,9.28,1,1
36,Other,608969,OBC,Maharashtra,Student,1,5.3,0,0
34,Male,141328,SC,Bihar,Small Business Owner,4,3.54,0,1
73,Other,792800,General,Andhra Pradesh,Daily Wage Worker,7,7.97,1,0
36,Male,355505,SC,Andhra Pradesh,Farmer,2,4.43,1,1
45,Male,507719,OBC,Tamil Nadu,Unemployed,2,3.18,1,1
72,Male,84540,OBC,Madhya Pradesh,Student,1,7.23,0,0
43,Male,207608,General,Maharashtra,Daily Wage Worker,2,8.02,1,1
54,Male,134700,General,Gujarat,Unemployed,7,7.92,1,1
43,Other,390676,ST,Andhra Pradesh,Salaried,9,9.78,0,1
70,Female,761935,SC,Rajasthan,Salaried,6,7.87,0,0
40,Female,439770,General,West Bengal,Student,2,7.7,0,0
26,Other,446087,ST,Gujarat,Small Business Owner,9,8.57,1,1
29,Other,96002,SC,Bihar,Daily Wage Worker,7,0.0,1,1
70,Female,99812,General,Bihar,Salaried,1,3.62,1,0
18,Female,465842,ST,Tamil Nadu,Student,9,7.38,1,1
18,Female,765339,ST,Tamil Nadu,Salaried,2,6.0,1,0
64,Female,307906,SC,Madhya Pradesh,Salaried,4,1.78,1,1
51,Female,158946,ST,Rajasthan,Unemployed,9,3.04,1,1
49,Male,116668,SC,West Bengal,Unemployed,4,3.37,1,1
71,Other,149003,SC,Rajasthan,Salaried,3,5.68,1,1
65,Male,785430,SC,Karnataka,Self Employed,1,8.32,1,1
42,Female,270462,OBC,Tamil Nadu,Unemployed,7,9.32,1,1
57,Female,769174,ST,Madhya Pradesh,Daily Wage Worker,6,7.5,1,1
62,Female,678889,SC,Uttar Pradesh,Student,4,8.43,1,0
70,Male,319956,General,Maharashtra,Student,6,4.7,1,0
18,Male,111844,OBC,Maharashtra,Small Business Owner,6,3.9,0,1
33,Female,775453,OBC,Uttar Pradesh,Daily Wage Worker,4,3.93,1,1
56,Male,445395,ST,Andhra Pradesh,Daily Wage Worker,6,6.16,1,1
22,Male,749158,SC,Rajasthan,Daily Wage Worker,8,1.24,1,1
39,Female,124601,ST,Uttar Pradesh,Small Business Owner,3,5.79,0,1
46,Male,360001,OBC,Madhya Pradesh,Daily Wage Worker,4,6.65,0,1
72,Other,437699,SC,West Bengal,Farmer,1,4.39,1,1
20,Other,544700,General,Uttar Pradesh,Small Business Owner,4,9.53,1,0
29,Other,332844,SC,Madhya Pradesh,Student,9,6.08,1,1
43,Other,482680,OBC,Tamil Nadu,Farmer,8,2.2,1,1
33,Female,223423,General,Gujarat,Small Business Owner,4,4.79,1,1
68,Female,143330,SC,Bihar,Salaried,7,6.75,1,1
54,Female,275391,General,Bihar,Salaried,3,3.24,0,0
39,Other,263606,General,Karnataka,Student,9,0.8,0,0
74,Other,457085,OBC,Rajasthan,Salaried,4,5.83,1,0
46,Male,241387,General,West Bengal,Daily Wage Worker,2,9.48,1,1
31,Male,291133,ST,Gujarat,Small Business Owner,5,4.85,1,1
45,Other,536904,OBC,Gujarat,Farmer,2,9.06,1,1
22,Other,464170,ST,Tamil Nadu,Daily Wage Worker,6,8.35,0,1
64,Other,736915,General,Uttar Pradesh,Salaried,1,1.47,1,0
66,Other,375497,ST,Rajasthan,Unemployed,6,7.08,1,1
47,Male,525406,SC,Maharashtra,Farmer,4,4.35,1,1
63,Other,488242,General,Gujarat,Daily Wage Worker,3,2.5,0,0
69,Male,412916,SC,Madhya Pradesh,Small Business Owner,2,6.87,1,1
22,Other,228048,ST,Maharashtra,Student,7,7.43,1,1
29,Other,403646,SC,Karnataka,Daily Wage Worker,9,1.8,1,1
33,Other,426087,General,Uttar Pradesh,Unemployed,3,9.14,1,1
43,Male,421994,SC,Uttar Pradesh,Salaried,6,7.51,0,1
43,Male,619383,ST,West Bengal,Farmer,9,9.33,0,1
65,Female,195342,ST,Gujarat,Student,2,3.17,0,1
38,Other,736268,ST,Tamil Nadu,Farmer,7,9.39,1,1
56,Female,112433,General,Andhra Pradesh,Student,5,3.69,1,1
53,Female,594279,ST,Andhra Pradesh,Small Business Owner,5,0.54,1,1
50,Male,322919,General,Bihar,Farmer,7,7.63,0,1
47,Male,521017,SC,Madhya Pradesh,Salaried,9,7.04,1,1
54,Female,397139,ST,Maharashtra,Small Business Owner,4,5.98,1,1
40,Other,197745,SC,Karnataka,Small Business Owner,9,4.9,1,1
27,Male,697096,OBC,Bihar,Student,9,0.32,1,0
71,Other,732416,SC,Uttar Pradesh,Self Employed,4,6.25,1,1
22,Other,187686,OBC,Maharashtra,Farmer,3,4.17,1,1
53,Female,57415,SC,Rajasthan,Farmer,2,5.6,1,1
51,Female,487100,General,Gujarat,Daily Wage Worker,9,4.29,1,1
69,Female,349188,SC,Karnataka,Student,2,9.66,1,1
48,Female,762509,General,Rajasthan,Unemployed,6,6.04,1,1
27,Male,218616,General,Tamil Nadu,Self Employed,5,7.49,1,1
36,Male,99976,ST,Gujarat,Salaried,5,9.36,1,1
49,Female,475468,General,Maharashtra,Daily Wage Worker,4,5.92,1,1
18,Male,315976,OBC,Gujarat,Self Employed,6,0.12,1,1
73,Female,271883,ST,Bihar,Student,5,0.34,1,1
22,Other,261509,ST,West Bengal,Self Employed,4,7.02,1,1
62,Other,546965,SC,Bihar,Small Business Owner,9,2.79,0,0
21,Other,568823,General,Tamil Nadu,Farmer,6,5.79,1,0
33,Female,269526,General,Madhya Pradesh,Small Business Owner,3,2.02,1,1
41,Other,397220,OBC,Rajasthan,Farmer,6,2.7,1,1
33,Male,763087,SC,Bihar,Daily Wage Worker,1,5.05,1,1
72,Other,88578,SC,West Bengal,Student,5,9.76,0,1
19,Other,664741,ST,Madhya Pradesh,Student,6,6.16,1,0
66,Other,465534,ST,Bihar,Self Employed,8,9.36,1,1
45,Male,258859,ST,Uttar Pradesh,Daily Wage Worker,9,9.59,0,1
49,Female,161435,OBC,West Bengal,Student,3,2.08,1,1
44,Male,790389,OBC,Rajasthan,Unemployed,2,3.11,1,1
37,Female,201538,ST,Karnataka,Unemployed,4,7.7,1,1
41,Female,95475,SC,Andhra Pradesh,Small Business Owner,8,8.67,1,1
29,Other,790520,OBC,Madhya Pradesh,Farmer,8,5.19,0,1
67,Female,207636,SC,Uttar Pradesh,Self Employed,3,9.93,1,1
52,Male,203484,SC,Karnataka,Salaried,4,0.12,1,1
50,Male,143526,General,Maharashtra,Farmer,3,3.0,1,1
50,Female,101001,ST,West Bengal,Daily Wage Worker,2,6.23,0,1
68,Other,242029,General,Uttar Pradesh,Student,4,4.69,1,0
60,Other,478733,ST,Gujarat,Farmer,6,1.17,1,1
54,Male,718516,ST,Maharashtra,Salaried,5,3.68,1,1
29,Other,599999,SC,Maharashtra,Salaried,3,0.25,1,1
20,Female,604394,ST,Madhya Pradesh,Unemployed,2,6.43,1,1
18,Female,532488,SC,West Bengal,Daily Wage Worker,9,8.93,0,1
50,Male,442573,SC,Uttar Pradesh,Farmer,1,8.85,1,1
57,Female,267583,ST,Tamil Nadu,Self Employed,9,7.0,1,1
27,Male,413898,SC,Uttar Pradesh,Farmer,1,4.66,1,1
60,Female,188286,SC,Bihar,Unemployed,7,5.12,1,1
61,Male,277189,SC,Maharashtra,Small Business Owner,6,1.37,1,1
46,Other,176479,OBC,Rajasthan,Salaried,7,3.41,1,1
30,Female,470343,SC,Maharashtra,Daily Wage Worker,3,1.88,1,1
29,Female,186213,OBC,Maharashtra,Daily Wage Worker,3,8.21,1,1
48,Male,603172,OBC,Andhra Pradesh,Self Employed,1,9.15,0,0
63,Male,314852,SC,Gujarat,Daily Wage Worker,4,5.37,1,1
19,Female,589376,SC,Tamil Nadu,Unemployed,2,7.28,1,1
68,Male,369759,OBC,Karnataka,Unemployed,8,1.21,1,1
67,Female,422282,OBC,Karnataka,Unemployed,3,6.09,0,1
52,Other,750406,SC,Gujarat,Daily Wage Worker,7,7.03,0,1
40,Male,322158,SC,Maharashtra,Daily Wage Worker,7,4.53,0,1
34,Female,769785,ST,Karnataka,Unemployed,9,2.43,1,1
43,Other,446489,OBC,West Bengal,Daily Wage Worker,6,8.77,1,1
25,Other,752495,OBC,Tamil Nadu,Daily Wage Worker,1,7.43,1,1
46,Female,414986,ST,Karnataka,Salaried,8,9.0,1,1
43,Male,540238,OBC,Gujarat,Farmer,1,8.18,1,1
27,Female,128077,General,Bihar,Student,3,9.9,0,0
43,Other,189784,OBC,Karnataka,Daily Wage Worker,5,1.92,1,1
51,Female,255776,ST,Tamil Nadu,Student,8,0.87,1,1
68,Male,365018,General,Madhya Pradesh,Small Business Owner,9,3.37,1,0
58,Other,119087,SC,Madhya Pradesh,Student,7,1.29,1,1
24,Female,642656,ST,West Bengal,Salaried,9,5.23,1,0
21,Male,793859,ST,Uttar Pradesh,Daily Wage Worker,3,6.33,1,1
70,Other,391102,SC,Uttar Pradesh,Unemployed,5,5.78,1,1
67,Male,345064,ST,Karnataka,Student,8,2.59,1,1
62,Other,301514,OBC,Rajasthan,Daily Wage Worker,1,9.09,0,1
28,Female,192180,SC,Bihar,Self Employed,8,0.21,1,1
46,Male,485928,ST,Gujarat,Small Business Owner,7,3.48,1,1
73,Other,651891,SC,Bihar,Unemployed,1,7.19,1,1
53,Male,83872,SC,Madhya Pradesh,Self Employed,6,7.67,1,1
42,Male,322872,SC,Karnataka,Self Employed,1,4.16,1,1
38,Female,407246,General,Tamil Nadu,Student,2,0.17,0,0
74,Male,538535,ST,Gujarat,Self Employed,5,6.18,0,0
53,Other,434193,General,Bihar,Salaried,2,0.63,1,0
27,Other,135774,ST,Tamil Nadu,Salaried,1,1.08,1,1
54,Other,438518,OBC,Gujarat,Student,6,6.5,1,1
26,Other,248522,OBC,Bihar,Daily Wage Worker,8,3.12,1,1
41,Female,270357,OBC,West Bengal,Farmer,8,3.48,1,1
52,Male,462672,ST,Madhya Pradesh,Daily Wage Worker,8,4.87,1,1
66,Female,115942,SC,Maharashtra,Daily Wage Worker,6,9.79,1,1
52,Male,587977,SC,Gujarat,Daily Wage Worker,3,9.65,1,1
65,Male,607564,General,Madhya Pradesh,Daily Wage Worker,1,4.16,1,0
53,Male,559565,General,Andhra Pradesh,Unemployed,2,2.65,1,1
35,Female,572552,OBC,Rajasthan,Farmer,5,3.03,1,1
66,Male,676256,General,Karnataka,Unemployed,5,2.69,0,0
56,Female,463089,ST,Andhra Pradesh,Self Employed,1,5.32,1,1
49,Other,640504,ST,Tamil Nadu,Small Business Owner,1,6.07,0,1
41,Other,789804,General,Gujarat,Daily Wage Worker,9,4.89,0,0
40,Male,396184,General,Karnataka,Small Business Owner,2,4.08,0,0
49,Female,595932,General,Karnataka,Salaried,7,2.11,1,0
54,Other,112021,General,Andhra Pradesh,Student,4,4.83,1,1
29,Female,742485,OBC,Andhra Pradesh,Student,7,3.41,1,0
66,Female,510115,OBC,Maharashtra,Unemployed,8,5.42,1,1
72,Male,92291,General,Bihar,Unemployed,5,6.75,1,1
30,Other,478276,ST,Gujarat,Salaried,1,6.33,1,1
40,Male,444754,OBC,Madhya Pradesh,Daily Wage Worker,4,4.62,1,1
42,Male,353664,ST,Uttar Pradesh,Small Business Owner,3,5.56,1,1
52,Other,75675,SC,Gujarat,Small Business Owner,5,2.85,1,1
58,Other,723647,ST,Gujarat,Farmer,6,0.24,1,1
47,Female,312318,General,Gujarat,Self Employed,2,6.25,1,1
34,Other,142268,SC,Karnataka,Student,7,2.53,1,1
66,Female,347142,OBC,Tamil Nadu,Self Employed,3,6.69,1,1
37,Female,758672,OBC,Karnataka,Farmer,1,7.47,1,1
65,Female,679698,SC,Tamil Nadu,Unemployed,3,9.16,1,1
42,Other,387369,ST,Andhra Pradesh,Small Business Owner,9,9.58,1,1
39,Male,397235,OBC,Uttar Pradesh,Student,6,0.11,1,1
30,Female,362863,General,Karnataka,Self Employed,6,9.9,1,1
36,Male,179887,SC,Tamil Nadu,Unemployed,4,6.83,1,1
66,Male,346063,General,Karnataka,Farmer,8,6.44,0,0
53,Other,385299,SC,Rajasthan,Self Employed,5,0.15,1,1
29,Male,383713,OBC,Karnataka,Small Business Owner,7,8.61,1,1
58,Male,251554,ST,Uttar Pradesh,Daily Wage Worker,9,1.45,1,1
36,Other,608963,SC,Uttar Pradesh,Unemployed,5,8.37,1,1
29,Female,545010,SC,Tamil Nadu,Farmer,5,0.16,1,1
26,Male,421513,General,Tamil Nadu,Self Employed,4,6.46,1,1
24,Other,231517,OBC,Andhra Pradesh,Small Business Owner,6,4.35,1,1
45,Male,120305,General,Uttar Pradesh,Daily Wage Worker,2,2.01,1,1
31,Male,742924,OBC,Uttar Pradesh,Daily Wage Worker,3,1.08,1,1
48,Female,489030,General,Maharashtra,Farmer,1,4.4,1,1
69,Male,522963,SC,Gujarat,Salaried,2,1.23,1,0
36,Other,663079,General,West Bengal,Small Business Owner,2,4.86,1,0
64,Male,209034,ST,Karnataka,Small Business Owner,8,6.25,1,1
33,Female,528108,OBC,Bihar,Student,8,8.27,0,0
70,Female,644821,OBC,Andhra Pradesh,Farmer,2,6.79,1,1
22,Other,237256,SC,Gujarat,Daily Wage Worker,6,0.65,1,1
52,Female,526128,OBC,West Bengal,Daily Wage Worker,5,3.07,0,1
29,Male,715938,ST,Maharashtra,Farmer,3,2.88,1,1
42,Female,705348,General,Bihar,Salaried,5,9.15,1,0
69,Other,723984,SC,Tamil Nadu,Student,5,8.68,1,0
38,Female,422047,ST,Uttar Pradesh,Self Employed,5,3.7,1,1
53,Female,443605,OBC,Rajasthan,Farmer,3,0.71,1,1
70,Female,411447,OBC,Andhra Pradesh,Student,3,8.94,0,0
40,Other,292188,ST,Madhya Pradesh,Small Business Owner,4,8.88,1,1
33,Female,426047,General,Uttar Pradesh,Student,7,8.55,1,0
74,Female,287501,General,Rajasthan,Unemployed,2,8.45,1,1
56,Male,370146,SC,West Bengal,Daily Wage Worker,4,4.8,1,1
62,Other,347675,OBC,Tamil Nadu,Self Employed,4,1.77,1,1
70,Female,758175,ST,Bihar,Farmer,1,4.77,1,1
59,Other,579274,General,West Bengal,Daily Wage Worker,8,4.95,0,0
56,Female,313625,SC,Uttar Pradesh,Unemployed,1,4.9,1,1
31,Female,250339,OBC,Uttar Pradesh,Unemployed,8,5.39,1,1
48,Female,696238,OBC,Bihar,Daily Wage Worker,7,2.58,1,1
22,Male,175355,SC,Madhya Pradesh,Salaried,9,3.66,1,1
52,Male,77798,SC,Rajasthan,Student,8,4.34,1,1
40,Male,665937,General,West Bengal,Farmer,5,1.31,1,1
46,Other,377031,ST,Tamil Nadu,Farmer,8,4.55,1,1
60,Other,69477,OBC,Uttar Pradesh,Farmer,3,8.1,1,1
28,Male,460482,ST,West Bengal,Daily Wage Worker,7,8.28,1,1
35,Other,267400,OBC,Madhya Pradesh,Small Business Owner,4,4.12,1,1
64,Female,267060,OBC,West Bengal,Salaried,5,5.19,1,1
29,Female,439959,ST,Bihar,Self Employed,9,0.34,1,1
26,Female,561181,SC,Tamil Nadu,Unemployed,7,6.74,1,1
27,Male,557831,General,Maharashtra,Daily Wage Worker,4,4.05,0,0
61,Other,455105,OBC,Bihar,Small Business Owner,6,4.45,1,1
34,Male,336479,SC,West Bengal,Self Employed,7,8.74,1,1
55,Other,398754,OBC,Maharashtra,Unemployed,9,4.62,0,1
24,Female,323586,General,Uttar Pradesh,Unemployed,4,0.21,0,0
63,Male,384971,OBC,Maharashtra,Salaried,3,2.27,1,0
30,Other,680752,General,Madhya Pradesh,Student,8,4.76,1,0
57,Other,181184,General,Karnataka,Farmer,1,4.24,1,1
59,Female,137051,OBC,Madhya Pradesh,Self Employed,9,8.6,0,1
26,Male,200653,OBC,Bihar,Daily Wage Worker,1,5.42,1,1
67,Male,295300,General,Karnataka,Self Employed,2,6.9,1,1
44,Male,634010,SC,Bihar,Student,8,4.69,1,1
19,Female,142036,ST,Andhra Pradesh,Farmer,9,4.4,1,1
22,Male,197595,General,Tamil Nadu,Self Employed,7,4.46,1,1
46,Female,331696,OBC,Gujarat,Student,3,4.11,1,1
54,Female,566612,OBC,Uttar Pradesh,Daily Wage Worker,7,5.39,1,1
55,Female,191880,SC,Uttar Pradesh,Salaried,6,2.5,1,1
36,Other,285419,ST,Andhra Pradesh,Small Business Owner,2,8.91,1,1
25,Male,204692,General,West Bengal,Unemployed,3,3.33,1,1
65,Male,313031,General,Rajasthan,Daily Wage Worker,5,1.48,1,1
62,Female,343946,ST,Bihar,Farmer,4,0.97,1,1
18,Female,659312,General,Gujarat,Unemployed,2,0.13,1,0
39,Male,538765,ST,Gujarat,Small Business Owner,4,4.23,0,1
69,Female,692927,OBC,Madhya Pradesh,Daily Wage Worker,8,1.88,1,1
34,Male,656226,ST,Madhya Pradesh,Daily Wage Worker,5,0.22,0,1
24,Other,267813,General,Rajasthan,Daily Wage Worker,5,5.2,1,1
42,Female,434890,ST,West Bengal,Daily Wage Worker,3,6.8,0,1
62,Male,389933,SC,Andhra Pradesh,Unemployed,8,0.86,1,1
21,Female,658814,OBC,Maharashtra,Farmer,6,4.61,1,1
53,Male,451062,OBC,Madhya Pradesh,Small Business Owner,2,7.44,1,1
23,Male,533779,ST,West Bengal,Student,2,9.86,1,0
48,Female,547952,General,Tamil Nadu,Self Employed,9,6.67,1,0
36,Other,620508,SC,Uttar Pradesh,Salaried,7,2.45,1,1
61,Male,446981,OBC,Uttar Pradesh,Small Business Owner,9,7.17,1,1
71,Male,429270,OBC,West Bengal,Self Employed,6,5.98,1,1
56,Male,125277,General,Rajasthan,Self Employed,5,2.12,0,1
44,Other,569570,General,Andhra Pradesh,Salaried,1,8.51,1,0
27,Other,533455,SC,Gujarat,Small Business Owner,6,4.27,1,1
43,Female,172332,ST,Rajasthan,Unemployed,6,9.62,1,1
36,Other,284231,General,West Bengal,Farmer,3,7.23,1,1
56,Female,597219,ST,Andhra Pradesh,Salaried,3,6.45,1,1
20,Female,139116,SC,Andhra Pradesh,Farmer,3,7.28,1,1
62,Other,301671,ST,Bihar,Unemployed,3,4.78,1,1
30,Female,523918,OBC,Karnataka,Self Employed,7,5.05,1,1
67,Other,626201,ST,Uttar Pradesh,Farmer,2,8.51,1,1
45,Female,669064,SC,West Bengal,Unemployed,2,6.81,1,1
37,Other,75991,SC,Gujarat,Unemployed,3,8.97,1,1
45,Other,564265,SC,Karnataka,Student,7,8.91,1,1
25,Female,760205,ST,Tamil Nadu,Salaried,3,9.76,1,1
58,Male,678380,OBC,Madhya Pradesh,Student,7,7.0,0,0
56,Female,279577,General,Bihar,Self Employed,9,5.02,0,1
18,Other,760672,OBC,Madhya Pradesh,Salaried,4,1.66,1,0
20,Male,453777,ST,Karnataka,Self Employed,7,7.05,1,1
30,Female,145556,ST,Karnataka,Student,9,2.92,1,1
45,Female,206989,General,Madhya Pradesh,Small Business Owner,8,2.83,0,1
74,Female,374264,ST,Gujarat,Unemployed,8,2.38,1,1
66,Male,445204,SC,Gujarat,Self Employed,9,8.75,0,1
42,Other,556961,SC,Maharashtra,Salaried,5,8.68,1,1
73,Female,702755,SC,Tamil Nadu,Salaried,5,6.31,1,0
50,Female,570616,SC,Gujarat,Self Employed,3,4.73,1,1
55,Female,457472,SC,Tamil Nadu,Salaried,5,6.72,1,1
70,Female,430634,ST,Tamil Nadu,Unemployed,8,6.07,1,1
23,Female,793088,General,Karnataka,Small Business Owner,5,4.16,1,0
61,Other,700443,General,Tamil Nadu,Unemployed,4,3.8,1,0
62,Other,340374,SC,Bihar,Salaried,8,3.83,1,1
